year,month,day,hour,minute,second,latitude,longitude,depth,mi,mb,ms,mw,intensity
2017,8,11,5,28,24.86,13.95,120.528,176,5.6,6.5,6.3,,INTENSITY IV - NASUGBU CALATAGAN & BALAYAN BATANGAS; CALAPAN SABLAYAN & ; MAMBURAO OCCIDENTAL MINDORO; CALAPAN AND NAUJAN ORIENTAL MINDORO; MANILA; ; PARANAQUE CITY; PASIG CITY;TAGUIG CITY; PASAY CITY; ROSARIO MARAGONDON NOVELETA & ; DASMARINAS CAVITE; FLORIDABLANCA PAMPANGA; OLONGAPO CITY; SUBIC & IBA ZAMBALES; ; ALAMINOS CITY PANGASINAN; BOAC MARINDUQUE; BINAN LAGUNA; INTENSITY III - PUERTO GALERA ORIENTAL MINDORO; ABRA DE ILOG AND SAN JOSE OCCIDENTAL ; MINDORO; TAGAYTAY CITY; CANLUBANG & CALAMBA LAGUNA; INDANG & ALFONSO CAVITE; ; BOCAUE MALOLOS OBANDO & BALAGTAS BULACAN; DAGUPAN CITY; DAU PAMPANGA; ; LINGAYEN AND BOLINAO PANGASINAN; BAGAC BATAAN; BAGUIO CITY; PATEROS; QUEZON CITY; ; MAKATI CITY; SAN JUAN CITY; MARIKINA CITY; CAINTA & SAN MATEO RIZAL; LUCBAN QUEZON; INTENSITY II - MAGSAYSAY OCCI. MINDORO; STA ROSA LAGUNA; GASAN MARINDUQUE; ; MAGALANG PAMPANGA; STO. TOMAS AND TANAUAN CITY BATANGAS; INTENSITY I - TALISAY BATANGAS; PANTABANGAN NUEVA ECIJA; MEYCAUAYAN BULACAN; ATOK; BENGUET
2017,9,23,13,30,32.09,13.701,120.577,157,4.7,5.7,5,,INTENSITY III- PALUAN OCCIDENTAL MINDORO; MORONG BATAAN; INTENSITY II - CALATAGAN BATANGAS; MAMBURAO OCCIDENTAL MINDORO; CALAPAN ORIENTAL MINDORO
2017,10,22,14,21,0.2,13.97,120.52,203,4.9,5.9,5.4,,INTENSITY III - LOOC OCCIDENTAL MINDORO; INTENSITY II - LIAN CALATAGAN & NASUGBU BATANGAS; MALABON CITY; NAVOTAS CITY; OLONGAPO CITY;; BACOOR CITY CAVITE; BANI PANGASINAN; PALAYAN NUEVA ECIJA; INTENSITY I - TAGAYTAY CITY; MARAGONDONCAVITE
2018,1,14,15,20,25.67,13.284,120.246,7,4.7,5.7,5.1,,INTENSITY IV- ABRA DE ILOG MAMBURAO AND PALUAN OCCIDENTAL MINDORO; INTENSITY III- SABLAYAN OCCIDENTAL MINDORO; INTENSITY II- CALAPAN CITY; POLA PINAMALAYAN PUERTO GALERA SAN TEODORO AND SOCORRO ORIENTAL; MINDORO; LUBANG OCCIDENTAL MINDORO; CALATAGAN AND IBAAN BATANGAS; TAGAYTAY CITY; PASAY ; CITY; QUEZON CITY; MALOLOS BULACAN; INTENSITY I- CORON PALAWAN; NASUGBU BATANGAS; AMADEO CAVITE
2018,1,14,15,49,21.66,13.276,120.228,5,4.8,5.8,5.2,,INTENSITY IV- MAMBURAO AND PALUAN OCCIDENTAL MINDORO; INTENSITY III- LUBANG OCCIDENTAL MINDORO; CALAPAN CITY; PINAMALAYAN; PUERTO GALERA AND SOCORRO ORIENTAL MINDORO; TAGAYTAY CITY; PARA├æAQUE CITY; QUEZON CITY; INTENSITY II- SAN TEODORO ORIENTAL MINDORO; CITY OF MANILA; CALATAGAN AND IBAAN BATANGAS;; AMADEO CAVITE; INTENSITY I- BACOOR CITY; GEN. TRIAS CITY; NASUGBU BATANGAS; MORONG BATAAN
2018,6,17,9,46,23.63,14.973,119.642,16,5,5.9,5.4,,INTENSITY IV- BOTOLAN IBA SAN FELIPE SAN NARCISO AND SAN MARCELINO ZAMBALES; INTENSITY III- OLONGAPO CITY; CASTILLEJOS AND SUBIC ZAMBALES; BALANGA BATAAN; CAINTA RIZAL; MARIKINA CITY; INTENSITY II - CITY OF MANILA; MANDALUYONG CITY; PASAY CITY; PASIG CITY; QUEZON CITY; MARIVELES BATAAN; HAGONOY BULACAN
2018,7,3,4,25,53.56,13.999,120.371,125,4.8,5.8,5.2,,INTENSITY IV - NASUGBU BATANGAS; ABRA DE ILOG AND LUBANG  OCCIDENTAL MINDORO; INTENSITY III - BALAYAN CALATAGAN TALISAY AND  TUY BATANGAS;  MABALACAT CITY; MAKATI CITY; MANDALUYONG CITY; PASAY CITY; QUEZON CITY; TAGAYTAY CITY; PUERTO GALERA ; ORIENTAL MINDORO; LOOC AND MAMBURAO OCCIDENTAL MINDORO; MARAGONDON AND TANZA CAVITE; INTENSITY II - CITY OF MANILA; PARA├æAQUE CITY; MALOLOS CITY; OBANDO AND PLARIDEL BULACAN;
2018,8,31,14,40,27.26,13.579,120.716,110,5,5.9,5.5,,INTENSITY IV - ABRA DE ILOG OCCIDENTAL MINDORO; PUERTO GALERA ORIENTAL MINDORO; INTENSITY III - LOOC LUBANG MAMBURAO SABLAYAN AND SANTA CRUZ OCCIDENTAL MINDORO; BACO AND SAN TEODORO ORIENTAL MINDORO;; INTENSITY II - PASIG CITY; QUEZON CITY; CALAPAN CITY; GLORIA NAUJAN POLA ROXAS AND SOCORRO ORIENTAL MINDORO; INTENSITY I - MANILA CITY; MUNTINLUPA CITY; PASAY CITY; TAGAYTAY CITY
2019,2,6,10,25,0,15.91,120.31,131,,,5.5,,INTENSITY V - AGUILAR ALAMINOS CITY BOLINAO SAN CARLOS CITY MALASIQUI AND VILLASIS PANGASINAN; SAN FERNANDO LA UNION; INTENSITY IV - BAGUIO CITY; LINGAYEN MANGALDAN LABRADOR AND BINMALEY PANGASINAN; NAGUILIAN AND AGOO LA UNION; INTENSITY III - ITOGON BENGUET; BAUTISTA AND SAN MANUEL PANGASINAN; DAGUPAN CITY ; OLONGAPO CITY; SAN FELIPE ZAMBALES; OBANDO BULACAN; CABA AND BAUANG LA UNION; CAPAS TARLAC; INTENSITY II - SUBIC ZAMBALES; MANDALUYONG CITY; MANILA CITY; PASAY CITY; QUEZON CITY
2019,3,16,9,58,0,13.6,120.63,114,,,5.2,,"INTENSITY III - ABRA DE ILOG OCCIDENTAL MINDORO; CALACA BATANGAS; INTENSITY II - PUERTO GALERA ORIENTAL MINDORO; PARAÃ‘AQUE CITY; ST-FONT-FAMILY:""TIMES NEW ROMAN"";COLOR:BLUE'>  MANILA CITY; QUEZON CITY; BAUAN BATANGAS; MARIVELES BATAAN; BAILEN CAVITE; MUNTINLUPA CITY; TAGAYTAY CITY; INTENSITY I - PALUAN OCCIDENTAL MINDORO"
2019,4,22,9,11,0,15.02,120.34,10,,,6.1,,INTENSITY VII - LUBAO PAMPANGA;; INTENSITY VI - SAN MARCELINO AND SUBIC ZAMBALES; FLORIDABLANCA AND PORAC PAMPANGA; ANGELES CITY; OLONGAPO CITY;; INTENSITY V - CASTILLEJOS IBA AND SAN FELIPE ZAMBALES; MAGALANG MEXICO CANDABA AND SAN FERNANDO PAMPANGA; ABUCAY BALANGA AND MARIVELES BATAAN; MALOLOS CALUMPIT AND OBANDO BULACAN; INDANG CAVITE; STO. DOMINGO NUEVA ECIJA; LIPA CITY; MAKATI CITY; MANDALUYONG CITY; MANILA CITY; QUEZON CITY; PASAY CITY; SAN JUAN CITY; TAGUIG CITY; TARLAC CITY; VALENZUELA CITY;; INTENSITY IV - MEYCAUAYAN PLARIDEL AND SAN JOSE DEL MONTE BULACAN; SAN RAFAEL TARLAC; ROSALES AND VILLASIS PANGASINAN; ITOGON AND LA TRINIDAD BENGUET; KASIBU NUEVA VIZCAYA; GABALDON NUEVA ECIJA; SAN MATEO AND RODRIGUEZ RIZAL; BACOOR IMUS AND MARAGONDON CAVITE; NASUGBU BATANGAS; ANTIPOLO CITY; BAGUIO CITY; CALOOCAN CITY; LAS PIÃ‘AS CITY; MARIKINA CITY; PASIG CITY; PARAÃ‘AQUE CITY; TAGAYTAY CITY;; INTENSITY III - MARILAO BULACAN; SANTO DOMINGO AND TALAVERA NUEVA ECIJA; MADDELA QUIRINO; DINGALAN AURORA; INFANTA AND LUCBAN QUEZON; SANTA CRUZ LAGUNA; CARMONA DASMARIÃ‘AS GENERAL TRIAS AND SILANG CAVITE; LEMERY SAN NICOLAS AND TALISAY BATANGAS; CABANATUAN CITY; CALAMBA CITY; GAPAN CITY; MUNTINLUPA CITY; PALAYAN CITY;; INTENSITY II - BALER AURORA;
2019,9,13,8,28,0,15.1,122.23,55,,,5.3,,INTENSITY V- BURDEOS POLILLO AND INFANTA QUEZON; LOS BAÃ‘OS AND PAKIL LAGUNA; INTENSITY IV - JOSE PANGANIBAN CAMARINES NORTE; QUEZON CITY; MARIKINA CITY; STA. CRUZ CALAMBA LAGUNA; MAUBAN ALABAT AND GENERAL NAKAR QUEZON; MAKATI CITY; INTENSITY III - GUINAYANGAN QUEZON; MUNTINLUPA CITY; MANILA CITY; SAN JOSE DEL MONTE BULACAN; BACOOR CAVITE; MADDELA QUIRINO; SAN MATEO RIZAL; BALER AURORA; LUCENA CITY; TAGUIG CITY; PASIG CITY; CAINTA RIZAL; SINILOAN LAGUNA; OBANDO BULACAN; INTENSITY II- DINGALAN AURORA; MANDALUYONG CITY; APALIT PAMPANGA; LUCBAN AND LOPEZ QUEZON; LIPA CITY; PLARIDEL BULACAN; INTENSITY I- SAN ISIDRO NUEVA ECIJA; GAPAN CITY; MEYCAUAYAN BULACAN; BATANGAS CITY
2019,11,6,20,52,0,14.98,122.65,7,,,5.5,,INTENSITY V -  JOMALIG AND ALABAT QUEZON; INTENSITY IV - GUINAYANGAN QUEZON; TALISAY AND VINZONS CAMARINES NORTE; INTENSITY III - REAL GENRAL NAKAR AND LOPEZ QUEZON; INTENSITY II - MARIKINA CITY; NAVOTAS CITY; QUEZON CITY; ANTIPOLO CITY; PASAY CITY; LUCBAN AND GUMACA QUEZON; PLARIDEL BULACAN; NAGCARLAN LAGUNA; INTENSITY I- MUNTINLUPA CITY; DINALUPIHAN BATAAN
2020,5,9,19,18,12,14.03,120.22,82,,,,5.4,"Intensity V - Lubang, Occidental Mindoro; Intensity IV - Taal & Lemery, Batangas; General Trias & City of Imus, Cavite; Obando, Bulacan; Makati City, City of; Manila, Navotas City, Las Piñas City &; Parañaque City; Intensity III - Looc & Mamburao, Occidental Mindoro; Calapan City & Puerto Galera, Oriental Mindoro; Calatagan &; Lipa City, Batangas; Malabon City, Mandaluyong City, Pasay City, Pateros, Quezon City, Marikina City, Pasig City, Muntinlupa City,; Valenzuela City & Taguig City; Tagaytay City,; Bacoor City & Dasmariñas City, Cavite; Meycauayan & San Jose Del Monte, Bulacan; Lubao, Pampanga; Intensity II - San Juan City & Caloocan City; Gapan City, Palayan City & Cabanatuan City, Nueva Ecija; Baler,; Aurora; Alaminos City, Pangasinan; Intensity I - San Jose City & Science City of Muñoz, Nueva Ecija; Guinayangan, Quezon; Instrumental Intensities: Intensity IV - Calatagan, Batangas; Malolos City, and San Ildefonso, Bulacan; Navotas City; Intensity III - Calapan City, Oriental Mindoro; Talisay, Batangas; Bacoor City, and Tagaytay City, Cavite; Muntinlupa; City; Guagua, Pampanga; Intensity II - Magalang, Pampanga; San Juan City; Intensity I - San Jose, Occidental Mindoro; Palayan City, and San Jose City, Nueva Ecija; Gumaca, Quezon; Baler,; Aurora"
2020,5,23,2,10,24,15.57,121.52,7,,,,5.1,"Intensity VI - San Luis & Baler, Aurora; Intensity V - Dipaculao, & Maria Aurora, Aurora; Intensity IV - Casiguran, & Dingalan, Aurora; Gabaldon, and City of Palayan, Nueva Ecija; Intensity III - Pantabangan, & Rizal, Nueva Ecija; Obando, Bulacan; Mabalacat City, Pampanga; Nagtipunan,; Quirino; Villasis, Pangasinan; City of Paranaque; City of Antipolo, Rizal; Intensity II - City of Cabanatuan, Santa Rosa, & Santo Domingo, Nueva Ecija; City of Malolos, & Plaridel, Bulacan; City of Baguio; City of Manila; City of Malabon; City of Navotas; Quezon City; City of Valenzuela; City of Makati; General Nakar, Quezon; Intensity I - City of Gapan, Nueva Ecija; Guinayangan, Quezon; Binangonan, Rizal; Instrumental Intensities: Intensity IV - City of Palayan, Nueva Ecija; Intensity III - San Ildefonso, Bulacan; City of Santiago, Isabela; Intensity II - City of Cabanatuan, & San Jose City, Nueva Ecija; City of Malolos, Bulacan; City of Baguio; City of; Navotas; Intensity I - Guagua, Pampanga; City of Dagupan; City of Malabon; City of Marikina; Quezon City; Guinayangan, &; Mauban, Quezon; City of Iriga, Camarines; Sur"
2020,5,28,5,17,30,16.72,120.2,57,,,,5.2,"Intensity IV - San Fernando, Caba, Tubao, Agoo, Naguilian, Aringay, San Juan, Bacnotan, Luna & Balaoan, La; Union; Labrador & Bolinao, Pangasinan; Dagupan City; Tuba & La Trinidad, Benguet; Intensity III - Tayug, Santol, San Gabriel, Pugo, Sudipen & Bauang, La Union; Urdaneta City, Alaminos City,; Puzzorubio, Asingan & Villasis, Pangasinan; Baguio City; Santa Lucia, Tagudin, Sta. Cruz, Sugpon & Vigan City, Ilocos Sur; Itogon, Benguet; Tarlac City; Asingan, Pozurrubio, Tayug, Binalonan, Sison & San; Fabian, Pangasinan; Obando, Bulacan; Quezon City; Marikina City; Intensity II - San Nicolas, City of Laoag & Batac, Ilocos Norte; City of Candon, San Domingo, Santa, Bantay,; Caoayan, San Juan, Cabugao, Masingal, Alilem,; Banayoyo, Burgos, Cervantes, Gregorio del Pilar, Galimuyod, Lidlidda, Quirino, Salcedo, San Emilio, San Esteban, San; Ildefenso, San Vicente, Santiago, Sigay,; Santa Catalina, Santa Maria & Sinait, Ilocos Sur; San Fernando, Pampanga; Valenzuela City; Caloocan City; Navotas; City; Pasay City; Parañaque City; City of Manila; City of San Jose Del Monte, Bulacan;Cainta, Rizal; Intensity I - Bacarra, Ilocos Norte; Instrumental Intensities: Intensity III - Dagupan City; Intensity II - Vigan City; Baguio City; San Jose, Nueva Ecija; Intensity I - City of Laoag, Ilocos Norte; Pasuquin, Ilocos Norte; Palayan City; Sinait, Ilocos Sur; Cabanatuan City; Guagua, Pampanga; Baler, Aurora; San Ildefonso, Bulacan"
2020,6,5,13,37,56,12.74,121.07,15,,,,5.1,"Intensity IV - Calintaan, and San Jose, Occidental Mindoro; Pinamalayan, and; Roxas, Oriental Mindoro; Intensity III - Santa Cruz and Sablayan, Occidental Mindoro; Bansud, Mansalay, and City of Calapan, Oriental; Mindoro; Odiongan, and San Agustin, Romblon; Ibajay, Malay and Nabas, Aklan; Boac, Marinduque; Caluya, Antique; Intensity II - Abra de Ilog, Occidental Mindoro; Puerto Galera, Oriental Mindoro; Malinao, Numancia, and Tangalan,; Aklan; Intensity I - Guinayangan, Quezon; Instrumental Intensities: Intensity IV - Roxas, Oriental Mindoro; San Jose, Occidental Mindoro; Intensity III - Malay, Aklan; Intensity II - Malinao, Aklan; Pandan, and Sebaste, Aklan; Intensity I - Puerteo Galera, Oriental Mindoro; Culasi, Antique; Lopez, Mauban, and Guinayangan, Quezon"
2020,10,4,18,16,53,13.66,120.55,120,,,,5.6,"Intensity IV - Looc, Lubang, Mamburao, Paluan, Abra de Ilog and Sablayan, Occidental Mindoro; Calapan City, San; Teodoro and Baco Oriental Mindoro; Tingloy and Calatagan, Batangas; Intensity III - Tagaytay City; Alfonso, Cavite; Pinamalayan, Oriental Mindoro; San Pascual, Bauan, Mabini, Padre; Garcia and Alitagtag, Batangas; Intensity II - Amadeo and Mendez, Cavite; Bansud, Socorro and Victoria, Oriental Mindoro; Calintaan and; Magsaysay, Occidental Mindoro; Makati City; Quezon City; Mandaluyong City; Malabon City; Muntinlupa City; Pasig City; Taguig City; Biñan, Laguna; Intensity I - Tanauan, Batangas; Mariveles, Bataan; Instrumental Intensity: Intensity V - Calatagan, Batangas; Intensity IV - Puerto Galera, Oriental Mindoro; Intensity III - San Jose, Occidental Mindoro; Roxas, Oriental Mindoro; Tagaytay City; Nasugbu, Batangas; Intensity II - Bacoor City; Carmona, Maragondon and Indang Cavite; Las Piñas City; Muntinlupa City; Calumpit and; Plaridel, Bulacan; Dolores, Quezon; Intensity I - Marikina City; Quezon City; San Juan City; Gumaca and Mauban, Quezon; Marilao and San Rafael,; Bulacan; Talisay, Batangas; Gumaca, Lucban; and Mauban, Quezon; Marilao and San Rafael, Bulacan; Guagua, Pampanga;"
2020,10,16,20,6,24,13.58,120.11,29,,,,5.4,"Intensity V - Looc and Lubang, Occidental Mindoro; Intensity IV - Abra de Ilog and Sablayan, Occidental Mindoro; Calapan City, Oriental Mindoro; Lian, Lemery and; Tingloy, Batangas;Tagaytay City, Mendez,; Amadeo and Alfonso, Cavite; Intensity III - Puerto Galera, Oriental Mindoro; Paluan, Rizal and Mamburao, Occidental Mindoro; Biñan and; Cabuyao, Laguna; City of; Manila; Muntinlupa City; Makati City; Quezon City; Pasig City; Cainta, Rizal; Intensity II - Soccoro, Pinamalayan, Bansud, Naujan and San Teodoro, Oriental Mindoro; San Pascual, Batangas; Indang, Cavite; Marikina City; Malabon City; Meycauayan City, Bulacan; Floridablanca, Pampanga; Intensity I - Pola, Oriental Mindoro; Calintaan, Occidental Mindoro; Instrumental Intensities: Intensity IV - Calatagan, Batangas; Tagaytay City; Intensity III - Talisay, Batangas; Carmona, Cavite; Marilao, Bulacan; Intensity II - Puerto Galera, Oriental Mindoro; Bacoor City, Cavite; Muntinlupa City; Las Pinas City; Marikina City; Quezon City; Plaridel, Malolos City, Calumpit; and San Rafael, Bulacan; Intensity I - Mauban, Gumaca, and Lopez, Quezon; Cabanatuan City; Palayan City"
2020,10,29,5,25,43,13.75,120.86,4,,,,5,"Intensity IV- Mabini, San Luis, Lemery, Rosario, Agoncillo, Calatagan, Balayan, Bauan, Sta. Teresita, Batangas; Tagaytay City, Alfonso, & Amadeo, Cavite; Intensity III- Batangas City; Malvar, Talisay, Tanauan, Alitagtag Batangas; San Pablo, Laguna; Tiaong, Quezon; Intensity II- Quezon City; Mandaluyong City; Navotas City; Majayjay, Laguna; Dolores, Quezon; Bansud,; Pinamalayan, Puerto Galera, & San Teodoro, Oriental; Mindoro; Intensity I- Malabon City; Pasay City; Sta. Cruz, Laguna; Baco, & Socorro, Oriental Mindoro; Instrumental Intensities: Intensity IV- Calatagan, Batangas; Tagaytay City; Intensity II- Muntinlupa City; Dolores, Quezon; Intensity I- Quezon City; Carmona and Bacoor City, Cavite; Mauban, Quezon; Talisay, Batangas"
2020,12,24,23,43,41,13.76,120.53,107,,,,6.3,"Intensity VI- Lubang, Occidental Mindoro; Intensity V- Calatagan, Balayan, Nasugbu, Batangas City, Calaca and San Luis, Batangas; Looc, Occidental Mindoro; Tagaytay City, Amadeo, Indang, Kawit; and Alfonso, Cavite; Biñan, Laguna; Intensity IV -Abra de Ilog and Paluan, Occidental Mindoro; Taal, San Jose, San Pascual, Lemery, Malvar and Ibaan,; Batangas; Maragondon and Carmona,; Cavite; San Pedro, Laguna; City of Manila; Marikina City; Quezon City; Cainta, San Mateo and Antipolo City, Rizal; Pasig City; Makati City; Las Piñas City; Pateros; Obando, Malolos and Meycauyan, Bulacan; Subic and San Felipe, Zambales; Alaminos, Pangasinan; Santo; Tomas, La Union; City of Mabalacat,; Pampanga; Intensity III - Talisay and Santo Tomas, Batangas; Puerto Galera, Pinamalayan, Naujan, San Teodoro and Calapan,; Oriental Mindoro; Paluan, Occidental; Mindoro; Caloocan City; Tanay, Rizal; San Jose Del Monte City and Plaridel, Bulacan; San Jose City and Gapan City,; Nueva Ecija; Cabangan and Iba,; Zambales; Samal, Bataan; Floridablanca and Santa Ana, Pampanga; Valenzuela City; Malabon City; Santa Rosa,; Laguna; Intensity II - San Isidro, Nueva Ecija; Lucban and Guinayangan, Quezon; Doña Remedios Trinidad, Bulacan; Intensity I- Villasis, Pangasinan; Lucena City, Quezon; Instrumental Intensities: Intensity IV - Bacoor City; Tagaytay City; Carmona, Cavite; Plaridel, Calumpit, San Ildefonso, San Rafael, and; Malolos, Bulacan; Guagua, Pampanga; Puerto; Galera, Oriental Mindoro; Las Piñas City; Navotas City; Paranaque City; Malabon City; Mandaluyong City; Intensity III - Tagaytay City; Talisay, Batangas; San Jose, Occidental Mindoro; Dagupan City; Quezon City; Pasig; City; Muntinlupa City; Marikina City; San Juan; City; Cabanatuan City; Calapan, Oriental Mindoro; Intensity II - Roxas, Oriental Mindoro; Lucban, Quezon; Baler, Aurora; Palayan City; San Isidro, Nueva Ecija; Intensity I - San Jose, Nueva Ecija; Gumaca, Lopez and Lucena City, Quezon"
2020,12,25,10,4,32,13.36,122.31,4,,,,5.2,"Intensity V - San Francisco and Mulanay, Quezon; Intensity IV - San Andres, Catanauan and San Narciso, Quezon; Intensity III - Boac, Marinduque; Malabon City; Intensity II - Guinayangan, Quezon; Ocampo, Camarines Sur; Intensity I - Lucban, Quezon; Instrumental Intensities: Intensity III - Gumaca, Quezon; Intensity II - Lopez, Quezon; Legazpi City; Mercedes, Camarines Norte; Intensity I - Lucena City; Dolores, Lucban and Guinayangan, Quezon; Jose Panganiban, Camarines Norte; Sipocot,; Camarines Sur"
2021,3,11,7,24,35,15.78,119.25,13,,,5.1,,"Intensity IV - Santa Cruz, Zambales; Intensity III - Candelaria, Zambales; Infanta, Pangasinan; Intensity II - Masinloc, Zambales"
2021,4,13,18,39,55,13.9,120.57,198,,,,5,"Instrumental Intensity: Intensity I - Calatagan, Batangas"
