year,month,day,hour,minute,second,latitude,longitude,depth,mi,mb,ms,mw,intensity
2021,5,12,1,9,27,13.52,120.65,108,,,,5.8,"Intensity V-Lubang and Mamburao, Occidental Mindoro; Calaca and Calatagan, Batangas; Intensity IV-Abra De Ilog and San Jose, Occidental Mindoro; Lemery, Mabini, Malvar and Tingloy, Batangas; Cabuyao; and Famy, Laguna; Calapan City; Puerto Galera and San Teodoro, Oriental Mindoro; Intensity III-Agoncillo, Balete, Bauan, Cuenca, San Pascual and Talisay, Batangas; Batangas City; Lipa City,; Obando, Bulacan; Amadeo, Bacoor, Carmona,; Dasmarinas, Imus, Indang and Mendez, Cavite; Tagaytay City; Biñan, Calamba and San Pedro, Laguna; Paluan and; Santa Cruz, Occidental Mindoro; Baco,; Oriental Mindoro; Boac, Marinduque; Makati City; Mandaluyong City; City of Manila; Muntinlupa City; Parañaque City; Pasay City; Pasig City; Quezon City; Taguig City; Cainta, Rizal; Intensity II-Taysan, Batangas; Plaridel, Bulacan; Cavite City; Nagcarlan, Pakil, Rizal and Santa Cruz, Laguna; Caloocan City; Las Piñas; Malabon City; Marikina; City; Navotas City; Pinamalayan, Oriental Mindoro; Lucena City, Mulanay, Quezon; Binangonan, Rizal; Olongapo City; Intensity I-Lucban and San Francisco, Quezon; San Mateo, Rizal; INSTRUMENTAL INTENSITIES: Intensity V-Calatagan, Batangas; Lubang, Occidental Mindoro; Intensity IV-Puerto Galera, Oriental Mindoro; Intensity III -Carmona, Cavite; Tagaytay City; Muntinlupa City; San Jose, Occidental Mindoro; Calapan City; Quezon; City,; Intensity II-Calumpit, Marilao and Plaridel, Bulacan; Las Piñas City; Malabon City; Mandaluyong City; Marikina City; Pasig City; Dolores and Gumaca,; Quezon; Olongapo City; Intensity I-Baler, Aurora; San Jose City, Nueva Ecija; Guagua, Pampanga; Infanta, Lopez, Lucban and Polillo,; Quezon"
2021,5,23,4,41,32,14.76,119.17,33,,,,5,"Intensity III - San Antonio and Botolan, Zambales; Intensity II - San Felipe, San Marcelino, and San Narciso, Zambales and Olongapo City; Intensity I - Quezon City; Instrumental Intensities: Intensity I - Marikina City; Olongapo City"
2021,7,23,20,48,59,13.71,120.57,111,,,,6.6,"Intensity VI - Calatagan, Batangas; Looc, Lubang and Mamburao, Occidental Mindoro; Intensity V - Balayan, Bauan, Calaca, Lemery, Mabini, Nasugbu, San Pascual, Taal and Tingloy, Batangas; Abra De; Ilog, Magsaysay, Paluan and Sablayan,; Occidental Mindoro; Calapan City, Puerto Galera and San Teodoro, Oriental Mindoro; Carmona and Dasmariñas City,; Cavite; Intensity IV - Batangas City, Lipa City, Santo Tomas, and Talisay, Batangas; Calintaan, Occidental Mindoro; Bongabong, Bulalacao, Gloria, Mansalay, Naujan,; Pinamalayan and Pola, Oriental Mindoro; Malolos City, Meycauayan, Obando and Plaridel, Bulacan; Amadeo, Indang; and Mendez, Cavite; Santa Rosa,; Laguna; Boac, Marinduque; Malabon City; City of Manila; Marikina City; Navotas City; Pasay City; Pateros; Quezon; City; Valenzuela City; Hermosa, Bataan; Intensity III - San Jose Del Monte City, Bulacan; Cavinti and Los Baños, Laguna; Las Piñas City; Makati City; Mandaluyong City; Pasig City; Taguig City; Dolores; and Tayabas, Quezon; Binangonan, Rodriguez and San Mateo, Rizal; Intensity II - Caloocan City; Alaminos City, Pangasinan; Lucban, Mulanay and San Francisco, Quezon; Tanay, Rizal; Intensity I - Kalibo and Malinao, Aklan; Coron and Cuyo, Palawan; Guinayangan, Quezon; Instrumental Intensities: Intensity V - Calapan City and Puerto Galera, Oriental Mindoro; Intensity IV - Batangas City, Batangas; Calumpit, Plaridel and Bulacan; Carmona and Tagaytay City, Cavite; Intensity III - Malolos City, Marilao, Pandi, San Ildefonso and San Rafael, Bulacan; Las Piñas City; Malabon City; Marikina City; Muntinlupa City; Navotas City; Pasig City; Quezon City; Intensity II - San Juan City; Dagupan City, Pangasinan; Lucban and Polillo, Quezon; Intensity I - Kalibo, Aklan; Daet, Camarines Norte; Iriga City and Sipocot, Camarines Sur; Iloilo City, Iloilo; Bago City,; Negros Occidental; Palayan City, Nueva; Ecija; Magalang, Pampanga; Guinayangan and Mulanay, Quezon"
2021,7,23,20,57,18,13.74,120.54,101,,,5.5,,"Intensity V - Calatagan, Batangas; Intensity IV - Balayan, Calaca, Lemery, Mabini, Nasugbu and Tingloy, Batangas; Intensity III - Hermosa, Bataan; Batangas City, Bauan, San Pascual and Taal, Batangas; Amadeo, Naic and; Tagaytay City, Cavite; Santa Rosa, Laguna; Makati City; Manila City; Pateros; Quezon City; Lubang and Mamburao,; Occidental Mindoro; Gloria, Puerto Galera and San Teodoro, Oriental Mindoro; Intensity II - Lipa City, Batangas; Cavinti and Los Baños, Laguna; Boac, Marinduque; Malabon City; Mandaluyong; City; Navotas City; Pasay City; Valenzuela City; Calintaan and Magsaysay, Paluan, Occidental Mindoro; Bulalacao,; Naujan and Pinamalayan, Oriental Mindoro; Dolores and Tayabas City, Quezon; Binangonan and Rodriguez, Rizal; Intensity I - Guinayangan and Lucban, Quezon; Instrumental Intensities: Intensity IV - Calatagan, Batangas; Intensity III - Calumpit, Malolos City, Plaridel and San Ildefonso, Bulacan; Calapan City, Oriental Mindoro; Intensity II - Batangas City, Batangas; Marilao, Pandi and San Rafael, Bulacan; Bacoor and Carmona, Cavite; Las; Piñas City; Malabon City; Mandaluyong City; Marikina City; Navotas City; Pasig City; Intensity I - Quezon City; San Juan City; Guinayangan, Gumaca, Infanta, Lucban and Mulanay, Quezon"
2021,8,13,15,8,30,13.66,120.57,124,,,,5.8,"Intensity IV - Calatagan, Batangas; Puerto Galera, Baco, City of Calapan, Roxas and San Teodoro, Oriental Mindoro; Paluan, Looc and Lubang, Occidental; Mindoro; Lipa City, Lemery and Taal, Batangas; Biñan, Laguna; Intensity III - Pasig City; City of Parañaque; City of Manila; Quezon City; Caloocan City; Mandaluyong City and; Valenzuela City; Mamburao and Abra de Ilog,; Occidental Mindoro; Plaridel and Obando, Bulacan; Batangas City; Tanza, Cavite; Intensity II - Meycauayan City and City of Malolos, Bulacan; Pateros; Makati City; Pasay City; Antipolo City, Rizal; Tagaytay City, Cavite; San Jose, San Pascual,; Bauan, Agoncillo, San Luis and Talisay, Batangas; Mulanay, Quezon; Intensity I - Malabon City; Alitagtag, Batangas; Instrumental Intensities: Intensity IV - Calapan City, Oriental Mindoro; Intensity III - Roxas, Oriental Mindoro; Batangas City, Batangas; Plaridel, Bulacan; Tagaytay City, Cavite; Dolores,; Quezon; Intensity II - Calumpit and Malolos City, Bulacan; Guagua, Pampanga; Carmona and Bacoor City, Cavite; Mulanay,; Quezon; Mandaluyong City; Intensity I - Infanta and Lopez, Quezon; Las Piñas; Pasig City; Quezon City; Marikina City; San Juan City; Malabon; City; San Rafael and Marilao, Bulacan"
2021,9,26,17,12,4,13.82,120.35,66,,,,5.7,"Intensity IV - Looc, Abra De Ilog, Lubang, Sablayan and Mamburao, Occidental Mindoro; Calatagan, Lemery, Lian,; Lipa City, Malvar, Mataas na Kahoy,; Balayan, Taal, Tuy, Bauan, Mabini, and Nasugbu, Batangas; Pola, Calapan City, Baco, Gloria, Rizal, Naujan and; Puerto Galera, Oriental Mindoro; Malolos City; and Obando, Bulacan; Cavite City, General Trias City, Naic, Amadeo, Bacoor City, Dasmariñas City, Tagaytay City; and Tanza, Cavite; Biñan City and; Cabuyao City, Laguna; Las Piñas City; Malabon City; Mandaluyong City; Caloocan City; City of Manila; Marikina City; Muntinlupa City; Parañaque City; San; Juan City; Taguig City; Pateros, Metro Manila; San Mateo and Taytay, Rizal; Intensity III - Santo Tomas City and Tingloy, Batangas; Makati City; Pasay City; Pasig City; Quezon City; Valenzuela; City; Santa Cruz, Occidental Mindoro; Antipolo City; Bansud, and Socorro, Oriental Mindoro; Boac, Marinduque; Floridablanca, Pampanga; Intensity II - Los Baños, Laguna; Palayan City and Gapan City, Nueva Ecija; Intensity I - Arayat, Pampanga; INSTRUMENTAL INTENSITIES; Intensity V - Tagaytay City, Cavite; Intensity IV - Batangas City and Calatagan, Batangas; Malolos City, Marilao and Plaridel, Bulacan; Carmona, Cavite; Malabon City; Muntinlupa City; Calapan; City and Puerto Galera, Oriental Mindoro; Intensity III - Pandi, Bulacan; Las Piñas City; Marikina City; Pasig City; San Juan City; Guagua, Pampanga; Dolores,; Quezon; Olongapo City, Zambales; Intensity II - Baler, Aurora; Doña Remedios Trinidad, Bulacan; Makati City; Mandaluyong City; Intensity I - Cabanatuan City and Palayan City, Nueva Ecija; Dagupan City, Pangasinan; Lopez, Lucban and; Guinayangan, Quezon; San Jose de Buenavista,; Antique"
2021,10,2,21,59,26,12.84,120.86,3,,,,5.3,"Intensity VI- Sablayan, Occidental Mindoro; Intensity IV- Calintaan, Occidental Mindoro; Intensity III- Santa Cruz and Abra De Ilog, Occidental Mindoro; Intensity II- Lubang, Magsaysay and Mamburao Occidental Mindoro; Roxas, Pinamalayan, Bongabong, Socorro, San; Teodoro, Gloria, Baco and Calapan City,; Oriental Mindoro; Boac, Marinduque; Instrumental Intensities: Intensity III- San Jose, Occidental Mindoro; Intensity II - Puerto Galera, Oriental Mindoro; Batangas City; Intensity I- Mulanay and Mauban, Quezon; Tagaytay City"
2021,10,7,18,14,52,13.94,120.49,131,,,,5.2,"Intensity II - Calatagan, Batangas; Lubang and Looc, Occidental Mindoro; Intensity I- Santa Cruz, Occidental Mindoro; Puerto Galera, Oriental Mindoro; Instrumental Intensities: Intensity II - Calapan City, and Puerto Galera, Oriental Mindoro; Makati City; Olongapo City; Intensity I - Batangas City, and Calatagan, Batangas; Tagaytay City, Cavite; Plaridel, Bulacan; Marikina City"
2021,12,13,9,12,31,13.63,120.53,100,,,,5.5,"Intensity IV- Paluan, Abra de Ilog, Mamburao, Looc and Lubang, Occidental Mindoro; Puerto Galera and San; Teodoro, Oriental Mindoro; Batangas City,; Calatagan and Balayan, Batangas; Intensity III - Lemery, Malvar, Mabini, Lian, Tingloy and Bauan, Batangas; Tagaytay City, Silang, Mendez, Alfonso,; Indang and Amadeo, Cavite; Quezon City; City of Manila; Taguig City; Pasig City; Pasay City; Valenzuela City; Plaridel,Bulacan; Intensity II- Santa Cruz, Sablayan, Calintaan, Magsaysay and San Jose, Occidental Mindoro; Bansud, Oriental; Mindoro; Talisay, Calaca and Nasugbu,; Batangas; General Trias City and Naic, Cavite; Malabon City; Parañaque City; Mandaluyong City; Makati City; Caloocan City; Navotas City; Tanay, Rizal; San; Felipe, Zambales; Los Baños, San Pedro City, Santa Rosa City and Biñan City, Laguna; Intensity I - Rizal, Occidental Mindoro; Socorro and Bongabong, Oriental Mindoro; Instrumental Intensities: Intensity IV - Calatagan, Batangas; Calapan City and Puerto Galera, Oriental Mindoro; Intensity III - Tagaytay City, Cavite; Plaridel, Bulacan; Batangas City; San Jose, Occidental Mindoro; Intensity II - San Ildefonso, Calumpit, and San Rafael, Bulacan; Carmona, Cavite; Muntinlupa City; Olongapo City; Malolos City, Bulacan; Dolores, Quezon; Talisay, Batangas; Intensity I - Pasig City; Quezon City; Las Pinas City; Malabon City; Marikina City; Guagua, Pampanga; Cabanatuan; City, Nueva Ecija; Mulanay and Mauban,; Quezon; Pandi and Marilao, Bulacan"
2021,12,21,4,8,10,12.89,120.92,7,,,,5.1,"Intensity IV - Sablayan and Rizal, Occidental Mindoro; Intensity III - Abra De Ilog, Santa Cruz and Calintaan, Occidental Mindoro; Calapan City and Bansud, Oriental; Mindoro; Intensity II - Makati City; Batangas City; Baco, Oriental Mindoro; Intensity I - Puerto Galera, Oriental Mindoro; Tingloy, Batangas; Instrumental Intensities: Intensity IV - Calapan City, Oriental Mindoro; Intensity III - Puerto Galera, Oriental Mindoro; Intensity II - Roxas, Oriental Mindoro; San Jose, Occidental Mindoro; Batangas City; Intensity I - Tagaytay City, Cavite; Mulanay, Mauban, Gumaca and Dolores, Quezon"
2021,12,26,0,12,6,16.15,119.27,12,,,,5,
2022,2,21,7,22,16,13.55,120.67,102,,,5.3,,"Intensity III - Abra de Ilog, and Lubang, Occidental Mindoro; Puerto Galera, and Calapan City, Oriental Mindoro; Calatagan, and Tingloy, Batangas; San Pedro; City, Laguna; Intensity II - Santa, San Jose, and Mamburao, Occidental Mindoro; Naujan, Oriental Mindoro; Alfonso, Cavite; Nasugbu and Lemery, Batangas; Los Baños,; Laguna; Quezon City; Pasay City; Taguig City; Parañaque City; Intensity I - San Teodoro, Oriental Mindoro; Laurel, Batangas; Instrumental Intensities: Intensity III - Calapan City, and Puerto Galera, Oriental Mindoro; Calatagan, Batangas; Intensity II - San Jose, Occidental Mindoro; Tagaytay City; Batangas City; Intensity I - Navotas City; Muntinlupa City; Carmona, Cavite"
2022,3,13,21,5,48,14.05,119.11,33,,,,6.4,"Intensity IV- Lubang, Occidental Mindoro; Intensity III - Abra De Ilog, Occidental Mindoro; Nasugbu, Batangas; Tagaytay City, Amadeo, Maragondon, Mendez; and Alfonso Cavite; Quezon City; Taguig; City; Mandaluyong City; Makati City; Navotas City; Pasig City; Plaridel, Bulacan; Intensity II - Looc and Mamburao Occidental Mindoro; Talisay, Batangas; Palauig, San Felipe, and Castillejos,; Zambales; Malabon City; Intensity I - Parañaque City; City of Puerto Princesa, Palawan; Instrumental Intensities: Intensity III - Calumpit, Bulacan; Guagua, Pampanga; City of Olongapo; Carmona,; and City of Tagaytay, Cavite; City of Calapan, Oriental Mindoro; City of Navotas; Intensity II - City of Las Piñas; City of Marikina; City of Muntinlupa; Quezon City; City of Pasig; Baler, Aurora; City of; Malolos, Marilao, Pandi, Plaridel, San; Ildefonso, and San Rafael, Bulacan; City of Gapan, and City of Palayan, Nueva Ecija; Iba,Zambales; Batangas City, and Talisay, Batangas; Dolores, and Gumaca, Quezon; Puerto Galera, Oriental Mindoro; Intensity I - City of Parañaque; Pateros; City of Dagupan; Doña Remedios Trinidad, Bulacan; City of Cabanatuan,; and San Jose City, Nueva Ecija; Magalang, Pampanga; City of Tarlac, Tarlac; Los Baños, Laguna; Infanta, Lucban, Mauban, Mulanay, and Polillo,; Quezon; San Jose, Occidental Mindoro; Roxas,; Oriental Mindoro; City of Puerto Princesa; City of San Juan"
2022,3,14,14,40,48,14.07,119.17,33,,,,5.1,Intensity II- Quezon City
2022,3,15,18,15,48,13.99,119.24,35,,,,5,
2022,3,16,0,9,29,14.1,119.16,27,,,,5,
2022,3,29,16,27,14,14.12,119.09,33,,,,5,
2022,3,29,18,55,32,15.05,119.6,10,,,,5,"Intensity III - Cabangan, Botolan, Palauig, Castillejos, San Felipe and San Narciso, Zambales; Intensity II - Iba,San Marcelino and Candelaria, Zambales; Instrumental Intensity: Intensity II - Olongapo City, Zambales"
2022,5,21,21,50,48,13.93,120.49,128,,,,6.1,"Intensity IV- Calatagan, Balayan, Tuy, Nasugbu, Mabini, Lemery, Batangas; Puerto Galera, San Teodoro and; Calapan City, Oriental Mindoro; Abra De Ilog,; Looc, Lubang, Mamburao and Rizal, Occidental Mindoro; Intensity III - Quezon City; Pasay City; Pasig City; Tagaytay City; Navotas City; Mendez, Amadeo, General Trias,; Maragondon and Alfonso, Cavite; Santa; Teresita, Batangas; Obando and Pulilan Bulacan; Santa Cruz and Sablayan, Occidental Mindoro; Victoria, Oriental; Mindoro; Intensity II - Abucay, Bataan; Gapan City, Nueva Ecija; Castillejos, Zambales; Mandaluyong City; Manila City; Makati; City; Tanay and Morong, Rizal; Angat; and Plaridel, Bulacan; Dolores and Mulanay, Quezon; Calintaan and Magsaysay, Occidental Mindoro; Baco and; Naujan, Oriental Mindoro; San Nicolas,; Batangas; Intensity I - San Pascual, Batangas; Instrumental Intensities: Intensity IV- Puerto Galera, Oriental Mindoro; Intensity III- Plaridel, San Ildefonso and Malolos City, Bulacan; Guagua, Pampanga; Tagaytay City; Calapan City,; Oriental Mindoro; Batangas City; Olongapo; City, Zambales; Gumaca, Quezon; Cuenca, Batangas; Navotas City; Intensity II- Talisay, Batangas; Mulanay, Mauban and Dolores, Quezon ; Roxas, Oriental Mindoro; San Jose,; Occidental Mindoro; Muntinlupa City; Cabanatuan City and; Gapan City, Nueva Ecija; Pulilan, Bustos, Pandi and Marilao, Bulacan; Las Piñas City; Marikina City; Malabon City; Intensity I- Los Baños, Laguna; Iba, Zambales; Pasig City; Quezon City; Tayabas, Polillo, Lopez, San Francisco and; Lucban, Quezon; Baler, Aurora; Santa Maria; and Angat, Bulacan; Morong, Rizal; Dagupan City, Pangasinan"
2022,7,27,9,4,21,16.25,122.93,18,,,5,,"Intensity II - Quezon City; Intensity I- Ilagan, Isabela; Tuguegarao City, and Peñablanca, Cagayan; Instrumental Intensities: Intensity I - Baler, Aurora; Peñablaca, Cagayan; Madella, Quirino; Ilagan City, Isabela"
2022,11,8,14,30,1,15.45,120.57,187,,,,5.2,"Intensity III - Villasis, Pangasinan; Intensity II - Bani, and Infanta, Pangasinan; Iba, Zambales; Intensity I - City of Laoag, Ilocos Norte; Instrumental Intensities: Intensity III - Infanta, Pangasinan; Intensity I - Bani, Pangasinan; Iba, Zambales"
2022,12,16,11,0,44,13.58,120.56,89,,,,5,"Intensity II - Paluan, Lubang, and Looc, Occidental Mindoro; Calatagan, Batangas; Intensity I - Puerto Galera, City of Calapan, San Teodoro, and Baco, Oriental Mindoro; Abra de Ilog, Occidental; Mindoro; Instrumental Intensities: Intensity II - Puerto Galera, Oriental Mindoro; Intensity I - Batangas City, Batangas; Magallanes, Cavite; Abra De Ilog, Occidental Mindoro; Calapan City, Oriental; Mindoro; Tagaytay City"
2022,12,18,13,33,46,15.69,119.17,13,,,,5.2,"Instrumental Intensity: Intensity I - Bani, Pangasinan"
2023,2,16,10,33,56,15.06,119.79,9,0,0,,5,"Intensity III - Masinloc, Zambales
Intensity II- Cabangan, and Iba, Zambales
Intensity I- Botolan, and Castillejos, Zambales"
2023,6,15,2,19,25,13.78,120.52,107,0,0,6.3,,Intensity VI - Looc
2023,8,23,17,38,35,12.81,121.36,1,0,0,,5.1,"Intensity V - Pinamalayan, ORIENTAL MINDORO
Intensity IV - Bansud, Bongabong, Socorro, Pola, and Gloria, ORIENTAL MINDORO
Intensity III - Victoria, and Naujan, ORIENTAL MINDORO; Concepcion, ROMBLON
Intensity II - City of Calapan, Baco, and San Teodoro, ORIENTAL MINDORO
"
2023,10,13,0,24,16,13.79,120.82,5,0,0,,5,"Intensity V - Batangas City, City of Calaca, and Lemery, BATANGAS
Intensity IV - CITY OF MUNTINLUPA; Alitagtag, Balayan, Bauan, Calatagan,
Lian, Mabini, Mataasnakahoy, San Luis, Santa Teresita, Taal, Tingloy, and Tuy, BATANGAS; Alfonso, CAVITE
Intensity III - Agoncillo, Balete, Cuenca, Ibaan, Laurel, City of Lipa, Lobo, Malvar, Nasugbu,
Padre Garcia, San Jose, San Nicolas, San Pascual, City of Sto. Tomas, Talisay, City of Tanauan,
and Taysan, BATANGAS; Amadeo, City of Dasmariñas, Indang, Magallanes, Mendez-Nuñez,
Silang, and City of Tagaytay, CAVITE; City of San Pedro, LAGUNA; Dolores, and Tiaong,
QUEZON
Intensity II - QUEZON CITY; PASAY CITY; PATEROS; CITY OF SAN JUAN;
CITY OF VALENZUELA; City of Meycauayan, and Obando, BULACAN; Rosario,
and San Juan, BATANGAS; City of Bacoor, and City of General Trias, CAVITE;
City of San Pablo, LAGUNA; Mauban, QUEZON; Baco, and City of Calapan,
ORIENTAL MINDORO; City of Cabuyao, City of Calamba, Calauan, Los Baños,
City of San Pablo, City of Santa Rosa, and Victoria, LAGUNA;
Intensity I - CITY OF CALOOCAN; CITY OF PASIG; Naic, CAVITE; Cardona, and Morong,
RIZAL; Puerto Galera, and San Teodoro, ORIENTAL MINDORO
"
2023,12,5,8,23,55,13.87,120.29,60,0,0,,5.9,"Intensity V - Lubang and Looc, OCCIDENTAL MINDORO; Puerto Galera, ORIENTAL MINDORO
Intensity IV - Baco, City of Calapan, and San Teodoro, ORIENTAL MINDORO; Abra de Ilog, OCCIDENTAL MINDORO; Laurel, Mabini, San Jose, San Nicolas, and Tingloy, BATANGAS; CITY OF MAKATI; CITY OF MANILA; QUEZON CITY;
CITY OF TAGUIG; City of Malolos, City of Meycauayan, Obando, Plaridel, and San Miguel, BULACAN; Floridablanca, PAMPANGA; Alfonso, City of Cavite, City of Dasmariñas, Mendez-Nuñez, Silang, and City of Tagaytay, CAVITE;
City of Santa Rosa, LAGUNA; Tanay, RIZAL
Intensity III - Mamburao and Santa Cruz, OCCIDENTAL MINDORO; Cuenca, Lian, Talisay, and City of Tanauan, BATANGAS; City of Bacoor and City of General Trias, CAVITE; Los Baños, City of San Pablo, and City of San Pedro,
LAGUNA; Rodriguez, RIZAL; CITY OF CALOOCAN; CITY OF MANDALUYONG; CITY OF MARIKINA; CITY OF MUNTINLUPA; PASAY CITY; CITY OF PASIG; CITY OF PARAÑAQUE; Pateros, METRO MANILA; CITY OF VALENZUELA; CITY OF
DAGUPAN; Abucay, Hermosa, and Morong, BATAAN; Corcuera, ROMBLON; Cabangan, Castillejos, San Antonio, San Felipe, San Marcelino, San Narciso, and Subic, ZAMBALES; CITY OF DAGUPAN
Intensity II - Dinalupihan, BATAAN; City of San Jose Del Monte, BULACAN; Gabaldon, NUEVA ECIJA; Botolan, Iba, and Palauig, ZAMBALES; CITY OF OLONGAPO; City of Lipa, and Mataasnakahoy, BATANGAS; Lucban, QUEZON; San
Mateo, RIZAL; Mansalay, ORIENTAL MINDORO; Ferrol, and Odiongan, ROMBLON
Intensity I - City of San Fernando, PAMPANGA; Masinloc and Candelaria, ZAMBALES; Mauban, QUEZON
"
